Age, Yrs AD;YOK-I d18O (permil VPDB)
512.13;-3.710
511.51;-3.760
510.87;-3.770
510.21;-3.830
509.48;-3.750
508.71;-3.820
507.88;-3.800
507.00;-3.880
506.08;-4.100
505.11;-3.940
504.10;-3.930
503.05;-3.930
501.97;-3.830
500.85;-3.770
499.69;-3.690
498.51;-3.550
497.30;-3.870
496.07;-3.530
494.82;-3.460
493.54;-3.400
492.25;-3.400
490.94;-3.510
489.63;-3.640
488.30;-3.570
486.96;-3.550
485.62;-3.520
484.28;-3.680
482.94;-3.490
481.60;-3.960
480.26;-3.500
478.94;-3.470
477.62;-3.490
476.32;-3.580
475.03;-3.660
473.76;-3.730
472.51;-3.770
471.28;-3.940
470.07;-3.780
468.90;-3.740
467.75;-3.850
466.63;-3.790
465.55;-3.960
464.51;-3.820
463.51;-3.890
462.55;-4.070
461.63;-4.030
460.76;-4.020
459.94;-4.020
459.17;-3.970
458.46;-3.960
457.80;-4.000
457.21;-4.110
456.67;-4.040
456.20;-4.030
455.80;-4.000
455.46;-3.870
455.20;-3.910
454.98;-3.770
454.76;-3.800
454.54;-3.790
454.33;-3.730
454.12;-3.770
453.92;-3.710
453.72;-3.640
453.52;-3.700
453.33;-3.800
453.14;-3.820
452.96;-3.780
452.78;-3.920
452.60;-4.130
452.42;-4.150
452.25;-4.040
452.08;-4.020
451.92;-3.960
451.76;-3.910
451.60;-3.870
451.45;-3.960
451.29;-3.970
451.14;-4.000
451.00;-3.810
450.86;-3.960
450.71;-3.980
450.58;-3.790
450.44;-3.710
450.31;-3.710
450.18;-3.780
450.05;-3.480
449.93;-3.570
449.81;-3.420
449.69;-3.360
449.57;-3.450
449.45;-3.500
449.34;-3.630
449.23;-3.920
449.12;-3.740
449.02;-3.890
448.91;-4.010
448.81;-3.850
448.71;-3.830
448.61;-3.880
448.51;-3.900
448.41;-4.010
448.32;-3.790
448.23;-3.740
448.14;-3.670
448.05;-4.330
447.96;-3.520
447.87;-3.580
447.79;-3.780
447.70;-3.550
447.62;-3.590
447.54;-3.460
447.45;-3.590
447.37;-3.610
447.30;-3.580
447.22;-3.610
447.14;-3.680
447.06;-3.710
446.99;-3.680
446.91;-3.810
446.84;-3.590
446.76;-3.670
446.69;-3.660
446.62;-3.460
446.54;-3.210
446.47;-3.370
446.40;-3.250
446.33;-3.220
446.25;-3.200
446.18;-3.310
446.11;-3.320
446.04;-3.130
445.97;-3.130
445.89;-3.170
445.82;-3.050
445.75;-3.560
445.68;-3.140
445.60;-3.320
445.53;-3.150
445.45;-3.270
445.38;-3.270
445.30;-3.420
445.23;-3.390
445.15;-3.420
445.07;-3.440
444.99;-3.310
444.92;-3.410
444.84;-3.490
444.75;-3.390
444.67;-3.610
444.59;-3.630
444.50;-3.360
444.42;-3.410
444.33;-3.440
444.24;-3.320
444.15;-3.380
444.06;-3.400
443.97;-3.430
443.87;-3.370
443.78;-3.500
443.58;-3.450
443.48;-3.690
443.27;-3.400
443.16;-3.370
443.05;-3.530
442.94;-3.420
442.83;-3.490
442.71;-3.470
442.59;-3.570
442.47;-3.600
442.35;-3.630
442.23;-3.780
442.10;-3.670
441.97;-3.490
441.84;-3.440
441.70;-3.470
441.56;-3.490
441.42;-3.570
441.28;-3.500
441.13;-3.490
440.98;-3.380
440.83;-3.310
440.67;-3.300
440.52;-3.340
440.35;-3.300
440.19;-3.340
440.02;-3.430
439.85;-3.370
439.67;-3.350
439.49;-3.340
439.31;-3.490
439.13;-3.450
438.94;-3.300
438.74;-3.290
438.54;-3.220
438.31;-3.060
438.07;-3.070
437.80;-3.070
437.52;-3.190
437.21;-2.990
436.89;-3.050
436.55;-3.470
436.19;-3.050
435.81;-3.130
435.42;-3.110
435.01;-3.080
434.58;-3.320
434.13;-3.250
433.67;-3.080
433.20;-3.810
432.71;-3.400
432.20;-3.910
431.68;-3.330
431.15;-3.560
430.60;-3.340
430.04;-3.570
429.47;-3.870
428.88;-3.610
428.28;-4.100
427.67;-3.790
427.05;-3.970
426.41;-4.190
425.77;-3.930
425.11;-4.000
424.44;-3.650
423.77;-3.930
423.08;-3.650
422.39;-3.890
421.68;-3.660
420.97;-3.830
420.25;-4.320
419.52;-3.930
418.79;-3.720
418.04;-3.550
417.30;-3.620
416.54;-3.630
415.78;-3.550
415.01;-3.510
414.24;-3.900
413.46;-3.800
412.68;-3.690
411.89;-3.440
411.10;-4.080
410.31;-3.490
409.51;-3.630
408.71;-3.470
407.90;-3.450
407.10;-3.370
406.29;-3.520
405.48;-3.360
404.68;-3.560
403.87;-3.440
402.24;-3.870
401.43;-4.180
400.62;-4.260
399.82;-3.930
399.01;-3.900
398.20;-3.710
397.40;-3.920
396.60;-3.760
395.80;-3.590
395.00;-3.530
394.21;-3.660
393.42;-3.420
392.64;-3.510
391.86;-3.430
391.09;-3.570
390.32;-3.640
389.55;-3.620
388.80;-3.390
388.04;-3.680
387.30;-3.490
386.56;-3.890
385.83;-4.360
385.11;-3.790
384.39;-3.490
383.69;-3.460
382.99;-3.600
382.30;-3.490
381.62;-3.710
380.95;-3.850
380.29;-3.630
379.64;-3.340
379.01;-3.550
378.38;-3.560
377.76;-3.780
377.16;-3.800
376.57;-3.870
375.99;-3.780
370.97;-4.400
370.54;-4.140
370.11;-3.800
369.69;-3.640
368.86;-3.670
368.45;-3.610
368.05;-3.710
367.65;-3.480
367.26;-3.790
366.87;-3.390
366.48;-4.250
366.10;-3.860
365.35;-4.630
364.61;-4.130
364.24;-3.700
363.88;-3.850
363.53;-3.570
363.17;-3.720
362.82;-3.650
362.47;-3.610
362.13;-3.460
361.79;-3.490
361.45;-3.820
361.11;-3.430
360.77;-3.590
360.44;-3.460
360.11;-3.490
359.78;-3.580
359.45;-3.550
359.13;-3.830
358.80;-3.780
358.48;-3.930
358.16;-3.700
357.84;-4.220
357.52;-4.510
357.20;-3.780
356.89;-3.670
356.57;-4.030
355.94;-3.680
355.62;-4.280
355.00;-3.630
354.68;-3.540
354.37;-3.520
354.05;-3.600
353.42;-3.570
353.11;-3.910
352.79;-3.630
352.47;-3.880
352.15;-3.350
351.84;-3.650
351.52;-3.780
351.19;-4.160
350.87;-3.660
350.55;-3.680
350.22;-3.590
349.89;-3.750
349.56;-3.970
349.23;-3.550
348.90;-3.470
348.56;-4.160
348.22;-3.890
347.88;-3.660
347.54;-3.520
347.20;-3.660
346.85;-3.430
346.50;-3.700
346.14;-3.540
345.78;-3.590
345.42;-4.140
345.06;-3.800
344.69;-4.240
344.32;-3.780
343.95;-4.000
343.57;-3.730
343.19;-4.130
342.80;-4.030
342.41;-3.820
342.01;-3.720
341.61;-3.790
341.21;-3.720
340.80;-3.810
340.39;-3.530
339.97;-3.570
339.54;-3.490
339.11;-3.590
338.67;-3.550
338.21;-3.420
337.75;-3.620
337.27;-3.530
336.78;-3.460
336.29;-3.530
335.78;-3.510
335.26;-3.620
334.74;-3.680
334.20;-3.480
333.66;-3.670
333.10;-3.910
332.54;-3.820
331.97;-3.840
331.39;-3.660
330.81;-3.560
330.22;-4.110
329.62;-3.600
329.01;-3.670
328.40;-3.670
327.78;-3.690
327.16;-3.630
326.53;-3.680
325.89;-3.640
325.25;-3.800
324.60;-3.650
323.95;-3.430
323.30;-3.480
322.64;-3.950
321.98;-3.500
321.31;-3.460
320.65;-3.740
319.97;-3.580
319.30;-3.730
318.62;-3.550
317.94;-3.590
317.26;-3.520
316.58;-3.510
315.90;-3.670
315.21;-3.580
314.52;-3.400
313.84;-3.430
313.15;-3.350
312.46;-3.360
311.78;-3.800
311.09;-3.390
310.41;-3.480
309.72;-3.610
309.04;-3.190
308.36;-3.180
307.68;-3.190
307.00;-3.230
306.33;-3.400
305.66;-3.370
304.99;-3.640
304.32;-3.590
303.66;-3.290
303.00;-3.290
302.35;-3.510
301.70;-3.370
301.05;-3.610
300.41;-3.320
299.78;-3.330
298.52;-3.400
297.90;-3.470
297.29;-3.300
296.69;-3.380
296.09;-3.360
295.49;-3.290
294.89;-3.200
294.28;-3.180
293.67;-3.260
293.06;-3.580
292.44;-3.300
291.82;-3.200
291.19;-3.360
290.56;-3.280
289.93;-3.170
289.29;-3.210
288.65;-3.330
288.01;-3.210
287.36;-3.150
286.71;-3.220
286.06;-3.330
285.40;-3.420
284.74;-3.400
284.08;-3.380
283.41;-3.530
282.74;-3.450
282.07;-3.380
281.39;-3.320
280.71;-3.340
280.03;-3.380
279.35;-3.580
278.66;-3.530
277.97;-3.600
277.28;-3.630
276.59;-3.680
275.89;-3.670
275.19;-3.480
274.49;-3.600
273.79;-3.530
273.09;-3.520
272.38;-3.670
271.67;-3.640
270.96;-3.430
270.24;-3.660
269.53;-3.580
268.81;-3.350
268.09;-3.250
267.37;-3.410
266.65;-3.250
265.93;-3.350
265.20;-3.460
264.48;-3.440
263.75;-3.590
263.02;-3.270
262.29;-3.450
261.56;-3.520
260.83;-3.390
260.10;-3.350
259.36;-3.350
258.63;-3.510
257.89;-3.310
257.15;-3.500
256.42;-3.580
255.68;-3.470
254.94;-3.580
254.20;-3.550
253.46;-3.490
252.72;-3.400
251.98;-3.370
251.24;-3.310
250.50;-3.300
249.76;-3.330
249.02;-3.290
248.27;-3.350
247.53;-3.340
246.79;-3.400
246.05;-3.390
245.31;-3.440
244.57;-3.270
243.83;-3.330
243.09;-3.380
242.35;-3.440
241.61;-3.490
240.87;-3.440
240.14;-3.400
239.40;-3.430
238.66;-3.300
237.93;-3.200
237.19;-3.270
236.46;-3.270
235.73;-3.210
234.99;-3.240
234.26;-3.230
233.54;-3.400
232.81;-3.450
232.08;-3.650
231.36;-3.710
230.63;-3.780
229.91;-3.890
229.19;-3.850
228.47;-3.880
227.75;-3.820
227.04;-3.650
226.32;-3.660
225.61;-3.580
224.90;-3.640
224.19;-3.700
223.49;-3.730
222.78;-3.790
222.08;-3.630
221.38;-3.670
220.69;-3.670
219.99;-3.900
219.30;-3.870
218.61;-3.730
217.92;-3.860
217.24;-3.920
216.56;-3.900
215.88;-4.130
215.20;-3.610
214.53;-3.580
213.86;-3.950
213.19;-3.810
212.52;-3.660
211.86;-3.900
211.20;-3.650
210.55;-3.550
209.90;-3.510
209.25;-3.360
208.60;-3.400
207.96;-3.310
207.32;-3.290
206.69;-3.430
206.06;-3.290
205.43;-3.300
204.81;-3.180
204.19;-3.260
203.57;-3.320
202.96;-3.250
202.36;-3.320
201.75;-3.400
201.15;-3.380
200.56;-3.250
199.97;-3.580
199.38;-3.330
198.80;-3.590
198.22;-3.210
197.65;-3.330
197.08;-3.220
196.52;-3.120
195.96;-3.460
195.41;-3.020
194.86;-3.070
194.31;-3.040
193.77;-2.980
193.24;-3.040
192.71;-2.960
192.19;-3.150
191.67;-3.830
191.15;-3.520
190.64;-3.420
190.14;-3.490
189.64;-3.490
189.15;-3.670
188.67;-3.590
188.19;-3.540
187.71;-3.610
187.24;-3.550
186.78;-3.510
186.32;-3.760
185.87;-3.630
185.42;-3.780
184.98;-3.700
184.55;-3.650
184.12;-3.680
183.70;-3.590
183.29;-3.640
182.88;-3.620
182.48;-3.600
182.08;-3.520
181.70;-3.640
181.31;-3.530
180.94;-3.570
180.57;-3.780
180.21;-3.690
179.85;-3.790
179.51;-3.700
179.17;-3.510
178.83;-3.620
178.51;-3.500
178.19;-3.590
177.87;-3.590
177.57;-3.660
177.27;-3.590
176.98;-3.720
176.70;-3.900
176.42;-3.820
176.16;-3.800
175.90;-3.740
175.65;-3.680
175.40;-3.620
175.17;-3.620
174.94;-3.610
174.72;-3.640
174.51;-3.700
174.30;-3.650
174.11;-3.660
173.92;-3.720
173.73;-3.660
173.55;-3.670
173.37;-3.650
173.20;-3.570
173.03;-3.670
172.87;-3.650
172.70;-3.650
172.55;-3.710
172.39;-3.600
172.24;-3.740
172.09;-3.630
171.95;-3.670
171.81;-3.710
171.67;-3.620
171.53;-3.690
171.40;-3.690
171.26;-3.640
171.14;-3.500
171.01;-3.510
170.88;-3.540
170.76;-3.560
170.64;-3.450
170.52;-3.400
170.41;-3.550
170.29;-3.480
170.18;-3.530
170.07;-3.560
169.95;-3.700
169.84;-3.660
169.74;-3.730
169.63;-3.820
169.52;-3.760
169.41;-3.830
169.31;-3.680
169.20;-3.790
169.10;-3.710
168.99;-3.740
168.89;-3.810
168.78;-3.610
168.68;-3.590
168.57;-3.670
168.47;-3.570
168.36;-3.890
168.25;-3.710
168.15;-3.700
168.04;-3.850
167.93;-3.970
167.82;-3.710
167.25;-3.970
165.68;-3.570
165.53;-3.630
165.38;-3.730
165.23;-3.530
165.07;-3.510
164.91;-3.440
164.74;-3.430
164.57;-3.500
164.40;-3.560
164.22;-3.540
164.04;-3.860
163.86;-3.370
163.67;-3.500
163.47;-3.370
163.28;-3.250
163.06;-3.470
162.83;-3.490
162.58;-3.680
162.31;-3.490
162.02;-3.390
161.71;-3.620
161.39;-3.910
161.04;-3.550
160.68;-3.470
160.30;-3.590
159.91;-3.710
159.49;-3.630
159.07;-3.820
158.62;-3.470
158.16;-3.600
157.69;-3.530
157.20;-3.980
156.70;-3.700
156.18;-3.670
155.65;-3.440
155.11;-3.530
154.55;-3.500
153.98;-3.500
153.40;-3.350
152.81;-3.910
152.21;-3.760
151.59;-3.870
150.33;-3.880
149.69;-3.910
149.03;-4.200
148.37;-4.010
147.70;-3.960
147.02;-4.060
146.33;-4.170
145.64;-3.440
144.93;-3.930
144.22;-3.720
142.06;-3.480
140.59;-3.500
139.10;-3.560
138.35;-3.750
137.60;-3.580
136.84;-3.490
136.08;-3.580
135.32;-3.570
134.55;-3.670
133.79;-3.680
133.02;-3.850
132.25;-4.000
131.49;-4.030
130.72;-3.930
129.95;-3.970
129.18;-4.250
128.42;-3.790
126.89;-3.770
126.13;-3.640
125.37;-3.680
124.61;-3.680
123.86;-3.590
123.11;-3.700
122.36;-3.670
120.89;-3.780
120.16;-3.760
119.43;-3.730
118.71;-3.690
118.00;-3.720
117.29;-3.730
116.59;-3.740
115.90;-3.570
115.21;-3.670
114.53;-3.660
113.86;-3.620
113.20;-3.660
112.55;-3.630
111.91;-3.590
111.28;-3.490
109.45;-3.700
108.86;-3.500
108.28;-3.480
107.72;-4.100
107.17;-3.740
106.63;-3.680
106.10;-3.910
105.59;-3.830
105.09;-3.730
104.61;-4.140
104.14;-3.600
103.68;-4.100
103.24;-3.940
102.82;-3.820
102.41;-3.850
102.02;-3.840
101.65;-3.960
101.29;-3.940
100.95;-3.710
100.61;-3.620
100.27;-3.530
99.94;-3.640
99.61;-3.850
99.28;-3.780
98.96;-3.520
98.64;-3.520
98.33;-3.500
98.02;-3.520
97.71;-3.450
97.40;-3.430
97.10;-3.580
96.80;-3.620
96.50;-3.640
96.20;-3.800
95.91;-3.880
95.62;-4.000
95.33;-3.770
95.04;-3.700
94.75;-4.050
94.47;-3.770
94.19;-3.830
93.90;-3.900
93.62;-3.710
93.34;-4.000
93.06;-3.910
92.79;-4.110
92.23;-3.900
91.95;-3.990
91.68;-3.780
91.40;-3.720
90.85;-3.880
90.57;-3.610
90.29;-4.040
90.01;-4.140
89.73;-4.330
89.45;-3.770
89.17;-4.070
88.89;-3.940
88.60;-3.760
88.32;-3.860
88.03;-3.800
87.74;-4.060
87.45;-3.950
87.16;-3.610
86.86;-3.680
86.56;-4.030
86.26;-4.040
85.96;-3.580
85.65;-3.850
85.34;-3.810
85.03;-3.650
84.72;-4.130
84.40;-3.870
84.08;-3.790
83.76;-3.740
83.43;-3.640
83.10;-4.170
82.77;-4.210
82.44;-3.910
82.11;-3.760
81.77;-3.860
81.43;-3.700
81.09;-3.750
80.74;-3.840
80.39;-3.920
80.05;-3.800
79.69;-3.790
79.34;-3.760
78.98;-3.700
78.63;-3.730
78.27;-3.680
77.90;-3.690
77.54;-3.690
77.17;-3.730
76.80;-3.690
76.43;-3.680
76.06;-3.720
75.69;-3.740
75.31;-3.710
74.93;-3.780
74.55;-3.740
74.17;-3.840
73.79;-3.760
73.40;-3.680
73.02;-3.690
72.63;-3.670
72.24;-3.730
71.85;-3.660
71.45;-3.720
71.06;-3.720
70.66;-3.760
70.26;-3.710
69.87;-3.830
69.47;-3.830
69.06;-3.810
68.66;-3.650
68.26;-3.650
67.85;-3.640
67.44;-3.570
67.03;-3.740
66.62;-3.690
66.21;-3.990
65.80;-3.880
65.39;-3.930
64.97;-3.860
64.56;-3.930
64.14;-3.870
63.72;-3.920
63.31;-3.820
62.89;-3.720
62.47;-3.710
62.05;-3.640
61.62;-4.090
61.20;-3.840
60.78;-3.720
60.35;-3.730
59.93;-3.570
59.50;-3.650
59.08;-3.500
58.22;-4.510
57.80;-3.630
57.37;-3.750
56.94;-4.090
56.51;-4.210
56.08;-4.310
55.65;-4.120
55.22;-4.450
54.79;-4.130
54.36;-4.240
53.93;-4.210
53.49;-4.100
53.06;-4.010
52.63;-3.970
52.20;-3.910
51.77;-4.330
51.33;-4.140
50.90;-3.960
50.47;-4.080
50.03;-4.140
49.60;-4.100
49.17;-4.120
48.74;-4.150
48.30;-3.890
47.87;-3.880
47.44;-3.760
47.01;-3.620
46.58;-3.600
46.15;-3.610
45.72;-3.530
45.28;-3.350
44.85;-3.440
44.42;-3.760
43.99;-3.630
43.57;-3.710
43.14;-3.690
42.71;-3.580
42.28;-3.650
41.86;-3.700
41.43;-3.800
41.00;-3.660
40.58;-3.680
40.15;-3.720
39.73;-3.640
39.31;-3.650
38.89;-3.740
38.46;-3.730
38.04;-3.800
37.63;-3.700
37.21;-3.920
36.79;-3.850
36.37;-3.900
35.96;-3.700
35.54;-3.830
35.13;-3.970
34.72;-3.780
34.31;-3.830
33.90;-3.780
33.49;-3.870
33.08;-3.980
32.27;-3.940
31.87;-3.860
31.46;-3.910
31.06;-3.950
30.66;-3.920
30.26;-3.970
29.87;-3.960
29.47;-4.120
29.08;-4.180
28.69;-4.050
28.30;-4.070
27.91;-4.130
27.52;-4.660
27.14;-4.130
26.75;-4.060
26.37;-4.060
25.99;-4.140
25.61;-4.180
25.23;-4.320
24.86;-3.950
24.49;-3.980
24.12;-4.050
23.75;-3.920
23.38;-4.070
23.02;-4.110
22.65;-3.870
22.29;-3.780
21.93;-3.860
21.58;-3.850
21.22;-3.920
20.87;-3.920
20.52;-4.380
20.17;-3.990
19.83;-3.850
19.49;-4.130
19.15;-3.950
18.81;-4.060
18.47;-4.090
18.14;-4.110
17.81;-4.340
17.48;-3.950
17.15;-3.980
16.83;-3.890
16.51;-3.940
16.19;-3.920
15.88;-3.940
15.56;-4.290
15.26;-4.040
14.95;-3.820
14.64;-3.780
14.34;-3.710
14.04;-3.950
13.75;-3.730
13.46;-4.160
13.17;-3.800
12.88;-4.200
12.60;-4.340
12.32;-4.050
12.04;-4.010
11.76;-3.910
11.49;-3.870
11.22;-4.070
10.95;-4.460
10.69;-4.310
10.43;-3.930
10.16;-3.960
9.91;-4.270
9.65;-3.980
9.40;-3.810
9.14;-4.130
8.89;-3.930
8.65;-4.070
8.40;-3.920
8.15;-3.870
7.91;-3.860
7.67;-3.980
7.43;-3.990
7.19;-3.990
6.96;-4.000
6.72;-4.000
6.49;-4.000
6.26;-3.900
6.03;-4.120
5.80;-3.900
5.58;-3.800
5.35;-3.750
5.13;-3.850
4.90;-3.890
4.68;-3.680
4.46;-3.540
4.24;-3.610
4.02;-3.460
3.80;-3.450
3.59;-3.510
3.37;-3.480
3.15;-3.540
2.94;-3.430
2.73;-3.450
2.51;-3.520
2.30;-3.490
2.09;-3.490
1.88;-3.530
1.67;-3.500
1.45;-3.560
1.24;-3.530
1.03;-3.570
0.83;-3.570
0.62;-3.540
0.41;-3.470
0.20;-3.490
-0.01;-3.500
-0.22;-3.610
-0.43;-3.760
-0.64;-3.630
-0.84;-3.610
-1.05;-3.490
-1.26;-3.450
-1.47;-3.440
-1.68;-3.440
-1.89;-3.400
-2.10;-3.400
-2.31;-3.440
-2.52;-3.540
-2.73;-3.680
-2.95;-3.570
-3.16;-3.610
-3.37;-3.480
-3.59;-3.550
-3.80;-3.660
-4.02;-3.800
-4.23;-3.800
-4.45;-3.840
-4.67;-4.170
-4.89;-4.110
-5.11;-4.440
-5.33;-4.200
-5.55;-4.210
-5.78;-4.150
-6.00;-3.880
-6.23;-3.890
-6.45;-3.850
-6.68;-3.730
-6.91;-3.770
-7.14;-3.610
-7.38;-3.770
-7.61;-3.520
-7.85;-3.600
-8.09;-3.820
-8.32;-3.730
-8.57;-3.680
-8.81;-3.760
-9.05;-3.590
-9.30;-3.590
-9.55;-3.660
-9.80;-3.760
-10.05;-4.000
-10.31;-3.840
-10.56;-3.680
-10.82;-3.710
-11.08;-3.970
-11.35;-3.700
-11.61;-4.070
-11.88;-3.970
-12.15;-3.810
-12.42;-3.730
-12.70;-3.900
-12.98;-3.760
-13.26;-3.850
-13.54;-3.560
-13.83;-3.510
-14.12;-3.510
-14.41;-3.570
