Age, Yrs AD;YOK-I d13C (permil VPDB)
512.59;-8.1
511.96;-8.32
511.32;-8.41
510.65;-8.7
509.93;-8.91
509.14;-8.93
508.31;-8.99
507.42;-8.88
506.49;-8.92
505.50;-8.66
504.48;-8.32
503.42;-8.1
502.31;-7.91
501.17;-7.63
500.00;-7.39
498.80;-7.19
497.57;-7.63
496.32;-7.05
495.04;-6.84
493.74;-6.84
492.43;-7.1
491.10;-7.47
489.75;-7.91
488.40;-8.21
487.04;-8.31
485.67;-8.29
484.30;-8.55
482.94;-8.32
481.57;-8.73
480.21;-7.96
478.86;-7.97
477.51;-7.82
476.18;-7.87
474.87;-8.13
473.57;-8.32
472.30;-8.46
471.05;-8.71
469.82;-8.59
468.62;-8.57
467.45;-8.55
466.31;-8.47
465.21;-8.45
464.15;-8.01
463.13;-8.1
462.15;-8.46
461.22;-8.39
460.34;-8.62
459.51;-8.6
458.73;-8.56
458.00;-8.49
457.34;-8.54
456.74;-8.61
456.20;-8.39
455.72;-8.47
455.32;-8.12
454.98;-8.15
454.72;-8.28
454.50;-8.46
454.29;-8.54
454.08;-8.65
453.87;-8.62
453.67;-8.67
453.47;-8.6
453.27;-8.66
453.08;-8.55
452.89;-8.77
452.70;-8.65
452.52;-8.57
452.34;-8.73
452.17;-8.67
452.00;-8.63
451.83;-8.57
451.67;-8.66
451.50;-8.7
451.35;-8.67
451.19;-8.69
451.04;-8.64
450.89;-8.68
450.75;-8.59
450.60;-8.32
450.46;-8.35
450.33;-8.28
450.19;-8.06
450.06;-8.19
449.93;-8.21
449.80;-8.01
449.68;-7.76
449.56;-7.85
449.44;-7.75
449.32;-7.66
449.21;-7.77
449.10;-7.75
448.98;-8.11
448.88;-8.2
448.77;-8.37
448.67;-8.54
448.56;-8.53
448.46;-8.61
448.37;-8.78
448.27;-8.84
448.17;-8.65
448.08;-8.94
447.99;-8.88
447.90;-8.78
447.81;-8.91
447.72;-9.06
447.64;-8.66
447.55;-8.56
447.47;-8.37
447.39;-8.25
447.31;-8.26
447.23;-8.17
447.15;-8.23
447.07;-8.11
447.00;-8.41
446.92;-8.46
446.84;-8.54
446.77;-8.6
446.70;-8.66
446.62;-8.71
446.55;-8.65
446.48;-8.68
446.41;-8.71
446.34;-8.74
446.27;-8.79
446.20;-8.75
446.13;-8.71
446.06;-8.74
445.99;-8.74
445.92;-8.69
445.85;-8.79
445.78;-8.77
445.71;-8.85
445.64;-8.96
445.57;-8.72
445.50;-8.83
445.43;-8.74
445.36;-8.56
445.29;-8.69
445.21;-8.69
445.14;-8.68
445.07;-8.72
445.00;-8.71
444.92;-8.48
444.85;-8.49
444.77;-8.46
444.69;-8.46
444.62;-8.37
444.54;-8.32
444.46;-8.52
444.38;-8.68
444.29;-8.39
444.21;-8.49
444.13;-8.61
444.04;-8.61
443.95;-8.62
443.86;-8.7
443.77;-8.76
443.68;-8.71
443.59;-8.83
443.40;-8.73
443.30;-8.67
443.10;-8.87
442.99;-8.8
442.89;-8.84
442.78;-8.78
442.67;-8.67
442.55;-8.73
442.44;-8.58
442.32;-8.78
442.20;-8.79
442.08;-8.83
441.96;-8.68
441.83;-8.75
441.70;-8.71
441.57;-8.81
441.43;-8.79
441.30;-8.93
441.16;-8.7
441.01;-8.73
440.87;-8.71
440.72;-8.72
440.57;-8.75
440.41;-8.72
440.25;-8.72
440.09;-8.77
439.93;-8.75
439.76;-8.66
439.59;-8.62
439.41;-8.63
439.23;-8.76
439.05;-8.66
438.86;-8.51
438.68;-8.55
438.47;-8.75
438.25;-8.67
438.01;-8.65
437.75;-8.64
437.47;-8.74
437.16;-8.65
436.84;-8.61
436.51;-8.63
436.15;-8.55
435.78;-8.6
435.38;-8.63
434.97;-8.65
434.55;-8.66
434.11;-8.64
433.65;-8.63
433.17;-8.62
432.69;-8.76
432.18;-8.7
431.66;-8.8
431.13;-8.69
430.58;-8.67
430.02;-8.62
429.45;-8.59
428.86;-8.57
428.26;-8.39
427.65;-8.3
427.03;-8.28
426.39;-8.4
425.75;-8.26
425.09;-8.44
424.43;-8.41
423.75;-8.54
423.06;-8.65
422.37;-8.53
421.66;-8.53
420.95;-8.53
420.23;-8.59
419.50;-8.84
418.76;-8.5
418.02;-8.71
417.27;-8.76
416.51;-8.68
415.75;-8.72
414.98;-8.73
414.20;-8.67
413.42;-8.74
412.64;-8.89
411.85;-8.77
411.06;-8.76
410.26;-8.8
409.46;-8.77
408.66;-8.8
407.86;-8.66
407.05;-8.64
406.24;-8.63
405.43;-8.54
404.62;-8.51
403.81;-8.48
402.18;-8.2
401.37;-8.31
400.56;-8.23
399.74;-8.38
398.93;-8.24
398.13;-8.26
397.32;-8.24
396.52;-8.14
395.72;-8.22
394.92;-8.13
394.12;-8.32
393.33;-8.03
392.55;-7.85
391.76;-8
390.99;-7.92
390.22;-7.91
389.45;-8.12
388.69;-8.28
387.94;-8.05
387.19;-7.87
386.45;-7.92
385.72;-8.06
384.99;-8.02
384.27;-8.15
383.56;-8.15
382.86;-8.21
382.17;-8.19
381.49;-8.4
380.82;-8.05
380.16;-8.46
379.51;-8
378.87;-8.07
378.24;-8.09
377.62;-8.46
377.02;-8.36
376.43;-7.94
375.85;-8.37
370.81;-7.89
370.38;-7.95
369.95;-7.89
369.53;-7.99
368.70;-8.36
368.29;-7.93
367.88;-7.92
367.48;-7.8
367.09;-7.96
366.70;-7.93
366.31;-7.75
365.93;-7.94
365.17;-7.92
364.43;-8.22
364.07;-8.08
363.70;-7.96
363.35;-7.96
362.99;-7.86
362.64;-7.75
362.29;-7.96
361.94;-7.37
361.60;-7.17
361.26;-7.14
360.92;-7.07
360.58;-6.98
360.25;-7.02
359.92;-7.36
359.59;-7.16
359.26;-7.35
358.93;-7.78
358.61;-7.48
358.28;-7.64
357.96;-7.71
357.64;-7.71
357.32;-7.82
357.00;-8.3
356.68;-8.26
356.36;-7.98
355.73;-8.35
355.41;-8.76
354.78;-8.32
354.47;-8.24
354.15;-7.85
353.84;-7.85
353.20;-7.6
352.89;-7.69
352.57;-7.5
352.25;-7.61
351.93;-7.75
351.61;-7.51
351.29;-7.69
350.97;-7.8
350.64;-7.86
350.32;-7.74
349.99;-7.85
349.66;-7.91
349.33;-7.94
349.00;-7.83
348.66;-7.86
348.33;-7.82
347.99;-7.84
347.65;-8
347.30;-7.72
346.96;-7.63
346.61;-7.76
346.25;-7.96
345.90;-7.72
345.54;-7.77
345.18;-7.95
344.81;-7.69
344.45;-7.84
344.07;-8.32
343.70;-8.5
343.32;-8.3
342.93;-8.38
342.55;-8.36
342.16;-8.28
341.76;-8.17
341.36;-8.24
340.95;-8.36
340.54;-8.12
340.13;-8.42
339.71;-8.49
339.29;-8.49
338.85;-8.43
338.41;-8.29
337.95;-8.2
337.49;-8.23
337.01;-8.4
336.52;-8.31
336.03;-8.28
335.52;-8.27
335.00;-8.42
334.48;-8.48
333.94;-8.43
333.40;-8.4
332.85;-8.14
332.28;-8.15
331.72;-8.33
331.14;-8.04
330.56;-7.9
329.96;-7.86
329.37;-7.98
328.76;-7.93
328.15;-7.98
327.53;-7.91
326.91;-8.02
326.28;-7.93
325.65;-7.88
325.01;-8.06
324.36;-8.05
323.72;-8.09
323.06;-7.9
322.41;-8.11
321.75;-8.01
321.08;-8.18
320.42;-8.11
319.75;-7.98
319.07;-8.02
318.40;-7.93
317.72;-7.79
317.04;-7.53
316.36;-7.22
315.68;-7.04
315.00;-6.87
314.31;-6.08
313.63;-5.58
312.94;-5.36
312.26;-5.07
311.57;-5.06
310.89;-5.31
310.21;-4.97
309.52;-4.93
308.84;-5.45
308.16;-6.13
307.49;-6.84
306.81;-7.14
306.14;-7.4
305.47;-7.57
304.80;-8.02
304.13;-7.89
303.47;-7.74
302.82;-7.59
302.16;-7.84
301.52;-7.68
300.87;-7.69
300.23;-7.69
299.60;-7.5
298.34;-7.82
297.73;-7.78
297.11;-7.66
296.51;-7.68
295.91;-7.67
295.31;-7.85
294.71;-7.71
294.11;-7.6
293.50;-7.52
292.88;-7.58
292.26;-7.49
291.64;-7.33
291.02;-7.4
290.39;-7.23
289.75;-7.31
289.12;-7.22
288.48;-7.38
287.83;-7.29
287.19;-7.29
286.53;-7.39
285.88;-7.58
285.22;-7.61
284.56;-7.65
283.90;-7.65
283.23;-7.85
282.56;-7.97
281.89;-7.88
281.21;-7.91
280.54;-7.89
279.85;-7.97
279.17;-7.98
278.48;-8.13
277.79;-8.26
277.10;-8.12
276.41;-8.19
275.71;-8.24
275.01;-8.21
274.31;-8.35
273.61;-8.41
272.90;-8.22
272.19;-8.4
271.48;-8.44
270.77;-8.52
270.06;-8.52
269.34;-8.31
268.62;-8.22
267.90;-8.28
267.18;-8.35
266.46;-8.19
265.74;-7.98
265.01;-7.71
264.29;-7.62
263.56;-7.48
262.83;-7.38
262.10;-7.52
261.37;-7.72
260.63;-7.67
259.90;-7.72
259.16;-7.85
258.43;-8.2
257.69;-8.07
256.95;-7.96
256.22;-8.12
255.48;-8.07
254.74;-8.04
254.00;-7.95
253.26;-8.01
252.52;-7.85
251.78;-7.69
251.03;-7.62
250.29;-7.67
249.55;-7.52
248.81;-7.55
248.07;-7.45
247.32;-7.36
246.58;-7.45
245.84;-7.34
245.10;-7.29
244.36;-7.3
243.62;-7.21
242.88;-7.18
242.14;-7.19
241.40;-7.22
240.66;-7.1
239.92;-7.15
239.18;-7.15
238.45;-7.12
237.71;-7.11
236.97;-7.22
236.24;-7.15
235.51;-7.1
234.78;-7.2
234.05;-7.24
233.32;-7.27
232.59;-7.36
231.86;-7.4
231.13;-7.56
230.41;-7.7
229.69;-7.79
228.97;-7.87
228.25;-7.66
227.53;-7.94
226.81;-7.97
226.10;-7.92
225.39;-7.94
224.68;-8.03
223.97;-8.09
223.26;-8.03
222.56;-8.08
221.86;-7.99
221.16;-7.9
220.46;-7.83
219.77;-7.86
219.08;-7.7
218.39;-7.58
217.70;-7.69
217.01;-7.74
216.33;-7.67
215.65;-7.64
214.98;-7.57
214.31;-7.59
213.63;-7.66
212.97;-7.49
212.30;-7.53
211.64;-7.63
210.98;-7.64
210.33;-7.66
209.68;-7.63
209.03;-7.59
208.39;-7.58
207.75;-7.57
207.11;-7.55
206.48;-7.65
205.85;-7.64
205.22;-7.69
204.60;-7.64
203.98;-7.61
203.37;-7.61
202.76;-7.66
202.15;-7.5
201.55;-7.46
200.95;-7.2
200.36;-7.18
199.77;-7.31
199.18;-7.06
198.60;-7.09
198.03;-6.89
197.45;-6.8
196.89;-6.76
196.33;-6.6
195.77;-6.48
195.22;-6.11
194.67;-6.18
194.13;-5.88
193.59;-5.84
193.06;-5.9
192.53;-5.92
192.01;-6.11
191.49;-6.88
190.98;-6.44
190.47;-6.96
189.97;-7.2
189.48;-6.95
188.99;-7.13
188.51;-7.69
188.03;-7.66
187.56;-7.92
187.09;-7.98
186.63;-7.95
186.17;-8.06
185.73;-8.01
185.28;-8.17
184.85;-8.03
184.42;-8.07
183.99;-7.97
183.58;-8
183.16;-8.03
182.76;-8
182.36;-8.02
181.97;-7.91
181.59;-8.02
181.21;-7.85
180.84;-7.89
180.47;-7.93
180.11;-8.01
179.76;-7.86
179.42;-7.59
179.08;-7.61
178.75;-7.66
178.43;-7.51
178.12;-7.57
177.81;-7.46
177.51;-7.34
177.22;-7.35
176.93;-7.41
176.65;-7.49
176.38;-7.32
176.12;-7.3
175.87;-7.27
175.62;-7.37
175.38;-7.35
175.15;-7.38
174.93;-7.38
174.71;-7.51
174.51;-7.62
174.31;-7.62
174.12;-7.57
173.93;-7.71
173.75;-7.67
173.58;-7.7
173.41;-7.59
173.24;-7.64
173.08;-7.72
172.92;-7.64
172.76;-7.68
172.61;-7.7
172.46;-7.64
172.31;-7.89
172.17;-7.72
172.02;-7.83
171.89;-7.8
171.75;-8.01
171.62;-8.06
171.49;-8.02
171.36;-8.15
171.24;-8.17
171.11;-8.11
170.99;-8.15
170.88;-8.19
170.76;-8.06
170.64;-8.03
170.53;-7.95
170.42;-7.96
170.31;-7.93
170.20;-7.9
170.09;-7.86
169.98;-7.85
169.88;-7.77
169.77;-7.87
169.67;-7.71
169.56;-7.75
169.46;-7.82
169.36;-7.74
169.26;-8.02
169.16;-8.01
169.05;-7.96
168.95;-8.07
168.85;-8.09
168.75;-8.04
168.64;-8.06
168.54;-8
168.44;-8.01
168.33;-7.96
168.23;-8.01
168.12;-8.04
168.02;-8.04
167.46;-8.19
165.94;-7.79
165.80;-7.88
165.65;-7.93
165.50;-7.86
165.35;-7.81
165.19;-7.81
165.03;-7.85
164.86;-7.93
164.70;-8.02
164.52;-8.01
164.35;-8.16
164.17;-7.82
163.99;-8.1
163.80;-7.95
163.60;-7.79
163.40;-7.97
163.17;-7.92
162.93;-8
162.66;-7.83
162.37;-7.69
162.07;-7.91
161.75;-8.18
161.40;-7.83
161.04;-7.93
160.67;-7.96
160.27;-8.17
159.86;-7.94
159.43;-8.11
158.99;-7.75
158.53;-7.97
158.05;-7.95
157.56;-8.22
157.05;-8.1
156.54;-8.04
156.00;-7.95
155.46;-8.09
154.90;-8.02
154.32;-7.98
153.74;-7.76
153.14;-8.2
152.54;-8.06
151.92;-8.08
150.65;-8.12
150.00;-8.03
149.34;-8.2
148.67;-8.14
147.99;-8
147.30;-7.93
146.61;-8.21
145.91;-6.65
145.20;-7.2
144.48;-8.26
142.30;-8.16
140.81;-7.92
139.31;-7.92
138.55;-7.91
137.79;-7.77
137.02;-7.86
136.25;-7.82
135.48;-7.89
134.71;-7.9
133.94;-8.1
133.16;-7.89
132.39;-7.8
131.61;-8.02
130.83;-7.88
130.06;-7.81
129.28;-8
128.51;-7.85
126.96;-8.11
126.19;-7.8
125.43;-8.05
124.67;-8.62
123.91;-8.43
123.15;-8.37
122.40;-8.7
120.91;-8.42
120.17;-8.06
119.44;-8.35
118.71;-8.38
117.99;-8.45
117.28;-8.77
116.57;-8.81
115.87;-8.33
115.18;-8.68
114.50;-8.44
113.83;-8.77
113.16;-8.7
112.51;-8.75
111.86;-8.58
111.23;-8.65
109.39;-8.17
108.80;-8.34
108.22;-8.2
107.66;-8.43
107.10;-8.04
106.56;-8.03
106.04;-8.1
105.53;-8.03
105.03;-8.01
104.55;-8.03
104.08;-7.85
103.63;-8.17
103.19;-8.22
102.77;-8.07
102.37;-8.18
101.98;-8.15
101.61;-8.16
101.26;-8.31
100.92;-8.19
100.59;-8.1
100.26;-8.2
99.93;-8.21
99.61;-8.27
99.29;-8.29
98.97;-8.07
98.66;-8.09
98.35;-8.03
98.05;-8.13
97.74;-8.05
97.44;-8.18
97.15;-8.17
96.85;-8.18
96.56;-8.26
96.27;-8.25
95.99;-8.09
95.70;-8.39
95.42;-8.29
95.14;-8.27
94.86;-8.33
94.58;-8.23
94.31;-8.15
94.03;-8.19
93.76;-8.19
93.49;-8.33
93.21;-8.17
92.94;-8.41
92.40;-8.29
92.13;-8.35
91.86;-8.29
91.59;-8.24
91.05;-8.36
90.77;-8.2
90.50;-8.36
90.23;-8.52
89.95;-8.47
89.68;-8.32
89.40;-8.55
89.12;-8.34
88.85;-8.33
88.56;-8.37
88.28;-8.3
88.00;-8.44
87.71;-8.55
87.42;-8.26
87.13;-8.23
86.83;-8.43
86.54;-8.36
86.24;-8.12
85.93;-8.26
85.63;-8.34
85.32;-8.35
85.01;-8.72
84.69;-8.6
84.37;-8.4
84.05;-8.37
83.73;-8.4
83.41;-8.31
83.08;-8.61
82.75;-8.48
82.41;-8.51
82.08;-8.74
81.74;-8.47
81.40;-8.48
81.06;-8.84
80.71;-8.77
80.36;-8.73
80.01;-8.79
79.66;-8.74
79.30;-8.74
78.95;-8.63
78.59;-8.5
78.23;-8.61
77.86;-8.66
77.50;-8.78
77.13;-8.71
76.76;-8.69
76.39;-8.73
76.01;-8.71
75.64;-8.66
75.26;-8.58
74.88;-8.61
74.50;-8.63
74.12;-8.57
73.73;-8.6
73.34;-8.6
72.95;-8.67
72.56;-8.61
72.17;-8.64
71.78;-8.67
71.38;-8.67
70.99;-8.68
70.59;-8.65
70.19;-8.69
69.79;-8.74
69.38;-8.61
68.98;-8.65
68.57;-8.78
68.17;-8.7
67.76;-8.65
67.35;-8.77
66.94;-8.69
66.52;-8.69
66.11;-8.74
65.70;-8.64
65.28;-8.66
64.86;-8.71
64.45;-8.61
64.03;-8.7
63.61;-8.69
63.19;-8.62
62.76;-8.75
62.34;-8.85
61.92;-8.47
61.49;-8.57
61.07;-8.75
60.64;-8.66
60.21;-8.65
59.79;-8.65
59.36;-8.56
58.50;-8.36
58.07;-8.44
57.64;-8.41
57.21;-8.19
56.78;-8.39
56.34;-8.41
55.91;-8.31
55.48;-8.12
55.04;-8.07
54.61;-7.97
54.18;-8.18
53.74;-7.94
53.31;-7.98
52.87;-8.05
52.44;-8.4
52.00;-8.34
51.57;-8.64
51.13;-8.7
50.69;-8.62
50.26;-8.6
49.82;-8.41
49.39;-8.59
48.95;-8.42
48.52;-8.55
48.08;-8.65
47.65;-8.67
47.21;-8.73
46.78;-8.73
46.34;-8.67
45.91;-8.54
45.47;-8.4
45.04;-9.03
44.61;-8.62
44.17;-8.45
43.74;-8.55
43.31;-8.58
42.88;-8.43
42.45;-8.49
42.02;-8.5
41.59;-8.55
41.16;-8.46
40.73;-8.38
40.30;-8.45
39.88;-8.44
39.45;-8.3
39.02;-8.29
38.60;-8.25
38.18;-8.24
37.75;-8.78
37.33;-9.59
36.91;-8.28
36.49;-8.17
36.07;-8.33
35.65;-8.49
35.24;-8.37
34.82;-8.72
34.41;-8.63
33.99;-9.31
33.58;-9.35
33.17;-9.68
32.35;-9.61
31.95;-9.42
31.54;-9.25
31.14;-9.47
30.73;-9.44
30.33;-9.56
29.93;-9.09
29.53;-8.93
29.14;-8.85
28.74;-9.58
28.35;-8.93
27.96;-8.99
27.57;-9.45
27.18;-9.13
26.79;-9.08
26.40;-9.09
26.02;-9.16
25.64;-9.32
25.26;-9.37
24.88;-9.1
24.51;-9.1
24.13;-9.62
23.76;-9.35
23.39;-9.93
23.02;-9.77
22.66;-9.2
22.29;-9.09
21.93;-9.03
21.57;-9.09
21.22;-9.07
20.86;-9.31
20.51;-9.25
20.16;-9.47
19.81;-9.45
19.47;-9.83
19.12;-9.59
18.78;-9.73
18.45;-9.93
18.11;-10.02
17.78;-9.79
17.45;-9.77
17.12;-9.91
16.79;-9.71
16.47;-9.76
16.15;-9.65
15.83;-9.73
15.52;-9.53
15.21;-9.35
14.90;-9.53
14.59;-9.51
14.29;-9.19
13.99;-8.88
13.69;-9
13.40;-8.86
13.11;-8.9
12.82;-8.63
12.53;-8.78
12.25;-8.84
11.97;-8.8
11.70;-9.13
11.42;-9.07
11.15;-8.98
10.88;-8.98
10.62;-8.88
10.35;-8.78
10.09;-9.11
9.83;-8.8
9.57;-8.98
9.32;-9.1
9.06;-8.99
8.81;-9.07
8.56;-9.08
8.31;-9.2
8.07;-9.51
7.82;-9.1
7.58;-9.24
7.34;-9.23
7.10;-9.32
6.87;-9.09
6.63;-9.22
6.40;-9.24
6.16;-9.2
5.93;-9.16
5.70;-9.01
5.47;-8.94
5.25;-8.95
5.02;-8.96
4.80;-9.11
4.57;-8.71
4.35;-8.61
4.13;-8.54
3.91;-8.48
3.69;-8.28
3.47;-8.25
3.25;-8.24
3.04;-8.29
2.82;-8.22
2.60;-8.13
2.39;-8.33
2.18;-7.93
1.96;-7.8
1.75;-7.64
1.54;-7.51
1.33;-7.3
1.11;-7.48
0.90;-7.55
0.69;-7.66
0.48;-7.8
0.27;-7.83
0.06;-7.83
-0.15;-8.02
-0.36;-8.08
-0.57;-8.47
-0.78;-8.46
-0.99;-8.62
-1.20;-8.66
-1.41;-8.66
-1.62;-8.72
-1.83;-8.72
-2.04;-8.71
-2.26;-8.75
-2.47;-8.66
-2.68;-8.73
-2.89;-8.8
-3.11;-8.61
-3.32;-8.6
-3.54;-8.53
-3.75;-8.55
-3.97;-8.55
-4.18;-8.66
-4.40;-8.7
-4.62;-8.55
-4.84;-8.63
-5.06;-8.48
-5.28;-8.66
-5.50;-8.54
-5.73;-8.48
-5.95;-8.64
-6.18;-8.71
-6.41;-8.83
-6.63;-8.95
-6.86;-9.12
-7.10;-9.26
-7.33;-9.24
-7.56;-9.35
-7.80;-9.2
-8.04;-9.25
-8.27;-9.25
-8.52;-9.13
-8.76;-9.18
-9.00;-9.14
-9.25;-8.83
-9.50;-8.88
-9.75;-8.88
-10.00;-8.94
-10.25;-8.97
-10.51;-8.89
-10.76;-8.75
-11.02;-8.78
-11.29;-8.82
-11.55;-8.74
-11.82;-8.99
-12.09;-8.91
-12.36;-8.83
-12.63;-8.84
-12.91;-8.92
-13.19;-8.86
-13.47;-9.02
-13.75;-8.83
-14.04;-8.67
-14.33;-8.76
-14.62;-8.54
